name	sign	syllabic	PREFIX	POSTFIX	meszl	unicode	compound	sumerogram1	sumerogram2	sumerogram3	sumerogram4	sumerogram5	sumerogram6	sumerogram7	sumerogram8	sumerogram9	sumerogram10	sumerogram11	sumerogram12	sumerogram13	sumerogram14																											
U.ITI	𒌋𒌗				664	U+1230B & U+12317	True																																									
UDUN	𒌋𒈬				665	U+1230B & U+1222C	True	U.MU	UMUN10																																							
ŠIBIR	𒌋𒂘				666	U+1230B & U+12098	True	U.BURU14	EŠGIRI	EŠKIRI	GANU	SIBIR	UŠBAR5	UŠBUR5																																		
GAKKUL3	𒌋𒁴				667	U+1230B & U+12074	True	U.DIM	KAKKUL3	MUN6																																						
GAKKUL	𒌋𒁵				668	U+1230B & U+12075	True	U.MUN	KAKKUL	MUN5																																						
U.GUR	𒌋𒄥				669	U+1230B & U+12125	True	UGUR																																								
U.DAR	𒌋𒁯				670	U+1230B & U+1206F	True	U.GUN3																																								
SAGŠU	𒌋𒊕				671	U+1230B & U+12295	True	U.SAG	ŠU4.SAG	SAGDUL																																						
AB2.KID2	𒀖𒋺				672+106	U+12016 & U+122FA	True	ŠEM6																																								
ABRIG2	𒀖𒉣𒈨𒁺				672+143+753+350	U+12016 & U+12263 & U+12228 & U+1207A	True	AB2.NUN.ME.DU	AB2.ABRIG																																							
AB2	𒀖𒆪				672+808	U+12016 & U+121AA	True	UDUL	UNU3	UTUL																																						
AB2.LU	𒀖𒇻				672+812	U+12016 & U+121FB	True	AB2.DIB	UDUL10	UTUL10																																						
AB2	𒀛				673	U+1201B	False	AB2 x TAK4	ŠEM6																																							
KIR6	𒀘				674	U+12018	False	AB2 x KAR2	AB2 x GAN2tenû	KER6	QIR6	ŠEM5																																				
GIR3 x KAR2	𒄌				675	U+1210C	False	GIR3 x GAN2tenû	GIR16	GIRI16	QIR8																																					
LILIZ	𒀗				676	U+12017	False	AB2 x DUB2	AB2 x BALAG	LILIS																																						
KIR2	𒀚				677	U+1201A	False	AB2 x ŠA3	GIR9	LIBIŠ	LIPIŠ	ŠAG6	ŠEM3	UB3	UBA3																																	
KIŠ	𒆧				678	U+121A7	False	KEŠ	KIS	KIṢ	KIŠI	QIS	QIŠ																																			
MEZE	𒀙				679	U+12019	False	AB2 x ME.EN	ŠEM4	UB6																																						
AB2 x A	𒀖  x 𒀀				680	U+12016 & U+0020 & U+0020 & U+0078 & U+0020 & U+12000	True																																									
MI.MI	𒈪𒈪				681+681	U+1222A & U+1222A	True	KU10.KU10	KUKKU2																																							
GUL.	𒄢𒊬				682+541	U+12122 & U+122AC	True	ISIMU2																																								
GIR4	𒌋𒀜				683	U+1230B & U+1201C	True	U.AD	ISI3																																							
GIR4.SAR	𒌋𒀜𒊬				683+541	U+1230B & U+1201C & U+122AC	True	ISIMU3																																								
ŠAGAN	𒌋𒃶				684	U+1230B & U+120F6	True	U.GAN	ŠU4.GAN	SAMAN4	ŠAKAN	ŠAMAN2																																				
GIM	𒁶				686	U+12076	False	DEM2	DIM2	DIN3	GE18	GEM	GEN7	GI18	GIMI	GIN7	ṬEM2	ṬIM2																														
KISIM5	𒆨				687	U+121A8	False																																									
KISIM5 over KISIM5	𒆩				687	U+121A9	False	KISIM5/KISIM5	GINGIRA																																							
DUBUR2	𒄶				688	U+12136	False	ḪI x U																																								
NA2	𒈿				689	U+1223F	False	NAD3	NE7	NU2	NUD																																					
NIM	𒉏				690	U+1224F	False	DEḪ3	DEḪI3	DIḪ2	TEḪI3	TU8	TUM4																																			
TUM3	𒉐				691	U+12250	False	NIM x KAR2	KIR17	KIRI9	QIR2	TU25	TUMU3																																			
KIR7	𒉑				692	U+12251	False	NIM x NIG2.KAR2	KER7	TUM11																																						
LAM.KUR.RU	𒇴𒆳𒊒				693+578+111	U+121F4 & U+121B3 & U+12292	True	ARATTA																																								
LAM x KUR	𒇵				694	U+121F5	False	ARAD3	EŠ22	IŠ11	LAM7																																					
LAM x KUR.RU	𒇶				694	U+121F6	False																																									
LAM x KUR.RU	𒇵𒊒				694+111	U+121F5 & U+12292	True	ARATTA																																								
AMAR.	𒀫𒁕				695+561	U+1202B & U+12055	True	MARAD2																																								
AMAR.	𒀫𒌓				695+596	U+1202B & U+12313	True	MARDUK																																								
SISKUR	𒀬				696	U+1202C	False	AMAR x ŠE	DISKUR	DIZKUR	SIZKUR																																					
SISKUR.SISKUR	𒀬𒀬				696+696	U+1202C & U+1202C	True	SISKUR2	SIZKUR2																																							
AMAR x KUG	𒀫  x 𒆬				697	U+1202B & U+0020 & U+0020 & U+0078 & U+0020 & U+121AC	True	HethZL no. 276																																								
ŠITA4	𒌋𒆤				699	U+1230B & U+121A4	True	U.KID	ŠUDUL6	ŠUDUN6	ŠUTUL6	ŠUTUN6																																				
UTU2	𒌋𒂵				700	U+1230B & U+120B5	True	U.GA	ŠU4.GA	DIMNA	U14	ZAḪAN2																																				
UTU2.ḪI	𒌋𒂵𒄭				700+631	U+1230B & U+120B5 & U+1212D	True	ZAḪAN																																								
GIR3	𒄊				701	U+1210A	False	ANŠE2	WIR																																							
GIR3.GIR3 inversum	𒊎				701	U+1228E	False	DIDNU																																								
PIRIG	𒊊				701	U+1228A	False																																									
GIR3.ARAD	𒄊𒀴				701+018	U+1210A & U+12034	True	ŠAGGIN	ŠAGGINA	ŠAKKAN6	ŠAKKANA6																																					
GIR3.BAR	𒄊𒁇				701+121	U+1210A & U+12047	True	KIŠER	ŠER11																																							
GIR3.ERI11.GAL	𒄊𒀕𒃲				701+232+553	U+1210A & U+12015 & U+120F2	True	NERGAL																																								
PIRIG.ERI11.GAL	𒊊𒀕𒃲				701+232+553	U+1228A & U+12015 & U+120F2	True	NERGAL																																								
PIRIG.KAL	𒊊𒆗				701+496	U+1228A & U+12197	True	NIB																																								
GIR3.GIR3	𒄊𒄊				701+701	U+1210A & U+1210A	True	DIDNU																																								
PIRIG.	𒊊𒊊				701+701	U+1228A & U+1228A	True	DIDNU																																								
GIR3.ZA tenû	𒄊𒍞				701+854	U+1210A & U+1235E	True	IRGI																																								
LULIM	𒄎				702	U+1210E	False	GIR3 x LU.IGI	LULIMA																																							
ALIM	𒄋				703	U+1210B	False	GIR3 x A.IGI		ALIMA																																						
ALIM	𒄍				703	U+1210D	False	GIR3 x IGI																																								
DUGUD	𒂂				704	U+12082	False	GI25	KAPTU	QAPTU																																						
GIG	𒈪𒉭				705	U+1222A & U+1226D	True	MI.NUNUZ	GE17	GI17	GIB3	GIK	GIQ	KIK	QIQ																																	
NIGIN4	𒌋𒌓				706	U+1230B & U+12313	True	U.UD	NIM3																																							
NIGIN3	𒌋𒌓𒆤				707	U+1230B & U+12313 & U+121A4	True	U.UD.KID	NI9	NIG6	NIMGIN3																																					
MAN.NI	𒌋𒌋𒉌				708+380	U+1230B & U+1230B & U+1224C	True	GIZZAL																																								
MAN.DIŠ	𒌋𒌋𒁹				708+748	U+1230B & U+1230B & U+12079	True	21																																								
U.U	𒌋𒐴				709	U+1230B & U+12434	True	60000?																																								
U.GIR3	𒌋𒄊				710	U+1230B & U+1210A	True	KIŠI10																																								
U.PIRIG	𒌋𒊊				710	U+1230B & U+1228A	True	KIŠI10																																								
NIMIN	𒐏				712	U+1240F	False	4 x U	4  x BUR3	40	LIMMU	LIMMU3	NIN5	ŠANABI2																																		
U over U.U reversed over U reversed	𒌐				713	U+12310	False	4 x  U																																								
NINNU	𒐐				714	U+12410	False	5 x U	5  x BUR2	50	ILLIL2																																					
60	𒐑				715	U+12411	False	6 x U	6 x BUR2																																							
70	𒐒				716	U+12412	False	7 x U	7 x BUR2																																							
80	𒐓				717	U+12413	False	8 x U	8 x BUR2																																							
90	𒐔				718	U+12414	False	9 x U	9 x BUR2																																							
LAGAR	𒇬				719	U+121EC	False	LAGAL	NAGAL																																							
DU6	𒇯				721	U+121EF	False	LAGAR gunû	DUL6																																							
DU6	𒇰				721	U+121F0	False	LAGAR gunû/ LAGAR  gunû.ŠE																																								
DU6.DU	𒇯𒁺				721+350	U+121EF & U+1207A	True	E11	ED3	GIGIR4																																						
DU6	𒇯𒁽				721+352	U+121EF & U+1207D	True	E12	ED4																																							
DU6 over DU6.ŠE.SAR	𒇰𒊬				721+541	U+121F0 & U+122AC	True	LAGAR gunû over  LAGAR gunû.ŠE.SAR	ŠUMUNDA																																							
SU7	𒇭				722	U+121ED	False	LAGAR x ŠE	SUG8	SUL4	SUR12	SURA12																																				
LAGAR x ŠE.SUM	𒇮				723	U+121EE	False	LUGUD4	SUḪIRIM	SUḪIRIN																																						
IGI over IGI.ŠIR over ŠIR.UD over UD	𒅉				724	U+12149	False	DIMSAR																																								
IGI.IG	𒅆𒅅				724+136	U+12146 & U+12145	True	IGA																																								
IGI.DIM	𒅆𒁴				724+167	U+12146 & U+12074	True	ḪENZER	ḪENZIR	UBRI2	UBRIM2																																					
IGI.	𒅆𒌉𒌉				724+255+255	U+12146 & U+12309 & U+12309	True	LIGIM																																								
IGI.DU	𒅆𒁺				724+350	U+12146 & U+1207A	True	GEŠDU4	GEŠTU4	IGEŠTU	IGIŠTU	PALIL																																				
IGI.BI	𒅆𒁉				724+358	U+12146 & U+12049	True	AḪḪUR	IMḪUR2	UḪḪUR																																						
IGI.GAG	𒅆𒆕				724+379	U+12146 & U+12195	True	DALA	DALA2	ŠUKUR	UBRI	UBRIM																																				
IGI.	𒅆𒂵				724+491	U+12146 & U+120B5	True	IMḪUR3	UḪḪUR2																																							
IGI.	𒅆𒆳				724+578	U+12146 & U+121B3	True	GANZER3	GANZIR3	ḪALIB	ḪILIB																																					
IGI.KUR.ZA	𒅆𒆳𒍝				724+578+851	U+12146 & U+121B3 & U+1235D	True	GANZER	GANZIR																																							
IGI.	𒅆𒁍				724+580	U+12146 & U+1204D	True	IGIRA																																								
IGI.IGI	𒅆𒅆				724+724	U+12146 & U+12146	True	DABDA	LALLA2	LELLE	LELLI	LILLE	LILLI	LILIB																																		
IGI.	𒅆𒂠𒁺				724+810+350	U+12146 & U+120A0 & U+1207A	True	ILDU																																								
IGI.	𒅆𒂠𒁺𒂟				724+810+350+612	U+12146 & U+120A0 & U+1207A & U+1209F	True	ILDU																																								
IGI.MIN	𒅆𒈫				724+825	U+12146 & U+1222B	True	INI4	ĪNUII																																							
IGI.UR.RU.NIG2	𒅆𒌨𒊒𒃻				724+828+111+859	U+12146 & U+12328 & U+12292 & U+120FB	True	ḪULPAD																																								
IGI.	𒅆𒀀				724+839	U+12146 & U+12000	True	IMḪUR4	UḪḪUR3																																							
IGI.	𒅆𒉄𒁍				724+893+580	U+12146 & U+12244 & U+1204D	True	ILDU2	ILDUM2	ILDUMA2	ILDUMMA2																																					
PAD3	𒅆𒊒				725	U+12146 & U+12292	True	IGI.RU	PA3																																							
AGRIG	𒅆𒁾				727	U+12146 & U+1207E	True	IGI.DUB	GISKIM	GIŠKIM	GIZKIM	ISKIM	IZKIM	UG6																																		
U6	𒅆𒂍				728	U+12146 & U+1208D	True	IGI.E2																																								
SIG5	𒅆𒂟				729	U+12146 & U+1209F	True	IGI.ERIM	SA13																																							
IGI.ERIM	𒅆𒂟  old  𒅆𒃻				730	U+12146 & U+1209F & U+0020 & U+0020 & U+006F & U+006C & U+0064 & U+0020 & U+0020 & U+12146 & U+120FB	True																																									
U3	𒅇				731	U+12147	False	IGI.DIB	ŠA17																																							
LIBIR	𒅆𒂠				732	U+12146 & U+120A0	True	IGI.ŠE3	SI5																																							
ḪUL4	𒅆𒌪				734	U+12146 & U+1232A	True	IGI.URšeššig																																								
IGI.NIG2	𒅆𒃻  newer  𒅆𒂟				735	U+12146 & U+120FB & U+0020 & U+0020 & U+006E & U+0065 & U+0077 & U+0065 & U+0072 & U+0020 & U+0020 & U+12146 & U+1209F	True																																									
KI.AŠ.AŠ	𒆠𒀸𒀸				737+001+001	U+121A0 & U+12038 & U+12038	True	ABSIN																																								
KI.AN.ŠEŠ.KI	𒆠𒀭𒋀𒆠				737+010+535+737	U+121A0 & U+1202D & U+122C0 & U+121A0	True	KI.DINGIRNANNA	MUNZER	MUNZUR	MUSUR																																					
KI.AN.UD	𒆠𒀭𒌓				737+010+596	U+121A0 & U+1202D & U+12313	True	KI.DINGIRUTU	ŠAKIRA2																																							
KI.AN.IM	𒆠𒀭𒅎				737+010+641	U+121A0 & U+1202D & U+1214E	True	KI.DINGIRIŠKUR	AKKAD																																							
KI.SU.LU.ŠE3.NIG2	𒆠𒋢𒇻𒂠𒃻				737+016+812+810+859	U+121A0 & U+122E2 & U+121FB & U+120A0 & U+120FB	True	UGNIM	UMMAN																																							
KI.	𒆠𒍇				737+080	U+121A0 & U+12347	True	DAGAN	DAKAN	DAKKAN	SUKU4																																					
KI.EN.G	𒆠𒂗𒄀				737+164+141	U+121A0 & U+12097 & U+12100	True	ŠUMER																																								
KI.EN.GAG	𒆠𒂗𒆕				737+164+379	U+121A0 & U+12097 & U+12195	True	BUR11	BURU11	MUR6	MURU6	MURUM6																																				
KI.	𒆠𒊕				737+184	U+121A0 & U+12295	True	IGI3																																								
KI.	𒆠𒊕𒁺				737+184+350	U+121A0 & U+12295 & U+1207A	True	SULUMMAR																																								
KI.	𒆠𒊕𒊩				737+184+883	U+121A0 & U+12295 & U+122A9	True	IGIRA2	IGIRU																																							
KI.SAG.MUNUS.ḪU	𒆠𒊕𒊩𒄷				737+184+883+132	U+121A0 & U+12295 & U+122A9 & U+12137	True	IGIRA2																																								
KI.	𒆠𒅔𒄀				737+261+141	U+121A0 & U+12154 & U+12100	True	ŠUMER																																								
KI.NE	𒆠𒉈				737+313	U+121A0 & U+12248	True	ABNI																																								
KI.	𒆠𒉈𒀭𒈹				737+313+010+153	U+121A0 & U+12248 & U+1202D & U+12239	True	DIGBIR																																								
KI.	𒆠𒁺𒆕				737+350+379	U+121A0 & U+1207A & U+12195	True	ŠITEN																																								
KI.	𒆠𒁉𒃻				737+358+859	U+121A0 & U+12049 & U+120FB	True	GIŠBUN	ŠUBUN																																							
KI.	𒆠𒆕				737+379	U+121A0 & U+12195	True	SUR7																																								
KI.KAL	𒆠𒆗				737+496	U+121A0 & U+12197	True	BAD4	DUBAD	GARAŠ5	ḪIRIM	ḪIRIN	KANKAL	KARAŠ2	KIGALLA	KIKLA	SAS	ULUDIM	ULUDIN	ULUTIM	ULUTIN																											
KI.KAL.BAD	𒆠𒆗𒁁				737+496+113	U+121A0 & U+12197 & U+12041	True	GARAŠ2																																								
KI.	𒆠𒆘				737+497	U+121A0 & U+12198	True	KI.KALxBAD	GARAŠ2																																							
KI.	𒆠𒂊𒉈𒁲				737+498+313+736	U+121A0 & U+1208A & U+12248 & U+12072	True	EŠEMEN	EŠEMIN																																							
KI.	𒆠𒂊𒉈𒁲𒀭𒈹				737+498+313+736+010+153	U+121A0 & U+1208A & U+12248 & U+12072 & U+1202D & U+12239	True	KI.E.NE.DI.DINGIRINNIN	EŠEMEN2	EŠEMIN2																																						
KI.	𒆠𒋀𒆕				737+535+379	U+121A0 & U+122C0 & U+12195	True	KISSA																																								
KI.	𒆠𒋀𒆕𒀀				737+535+379+839	U+121A0 & U+122C0 & U+12195 & U+12000	True	KISSA.A																																								
KI.	𒆠𒃲				737+553	U+121A0 & U+120F2	True	SUR6																																								
KI.UD	𒆠𒌓				737+596	U+121A0 & U+12313	True	KISLAḪ																																								
KI.	𒆠𒇴				737+693	U+121A0 & U+121F4	True	GANBA	MALBA																																							
KI.KI	𒆠𒆠				737+737	U+121A0 & U+121A0	True	KU11.KU11	KUKKU3UTTE	UTU4																																						
KI.	𒆠𒇲				737+750	U+121A0 & U+121F2	True	UTTU6																																								
KI.LAGAB	𒆠𒆸				737+755	U+121A0 & U+121B8	True	KISIM6																																								
KI.	𒆠𒅁				737+807	U+121A0 & U+12141	True	EŠŠEB																																								
KI.	𒆠𒀀				737+839	U+121A0 & U+12000	True	PEŠ10	PIŠ10																																							
KI x BAD	𒆡				738	U+121A1	False	ḪABRUD2																																								
KI x UD	𒆣				739	U+121A3	False	KISLAḪ2																																								
KI x U	𒆢				740	U+121A2	False	ḪABRUD																																								
PEŠ2	𒉾  also  𒋝𒋙𒁷				741  also 882	U+1227E & U+0020 & U+0020 & U+0061 & U+006C & U+0073 & U+006F & U+0020 & U+0020 & U+122DD & U+122D9 & U+12077	True																																									
KIMIN	𒆠𒈫				742	U+121A0 & U+1222B	True	KI+MIN	U7																																							
KIŠI4	𒊔				743	U+12294	False	SAGnutillu	KEŠ4	KEŠI4	KEŠE4	KIŠ4																																				
KUG	𒆬				745	U+121AC	False	KU3	KUK																																							
KUG.AN	𒆬𒀭				745+010	U+121AC & U+1202D	True	AZAG																																								
KUG.GI	𒆬𒄀				745+141	U+121AC & U+12100	True	GUŠKIN	KUSKI																																							
KUG.BABBAR	𒆬𒌓				745+596	U+121AC & U+12313	True	KU3.BABBAR																																								
PAD.	𒉻𒀭𒈹				746+010+153	U+1227B & U+1202D & U+12239	True	PAD.DINGIRINNIN	PAD.DINGIR+INNIN	NIDBA	NINNI7	NINNIM7																																				
PAD.	𒉻𒈹				746+153	U+1227B & U+12239	True	NIDBA2																																								
PAD.BI.	𒉻𒁉.?				746+358+?	U+1227B & U+12049 & U+002E & U+003F	True	ADDIR2																																								
UIA	𒌋𒐊				747	U+1230B & U+1240A	True	U.IA2	15	XV																																						
DIŠ.	𒁹𒁯				748+183	U+12079 & U+1206F	True	AŠ10.DAR	AŠ10.TAR2	EŠ4.DAR	EŠ4.TAR2	IŠ4.DAR	IŠ4.TAR2	old form of U.DAR																																		
NIGIDA	𒁹				749	U+12079	False																																									
LAL.	𒇲𒆕				750+379	U+121F2 & U+12195	True	LA’U7	LAL’U7																																							
LAL.	𒇲𒉌				750+380	U+121F2 & U+1224C	True	LA’U6	LAL’U6																																							
LAL.	𒇲𒊬				750+541	U+121F2 & U+122AC	True	NANGA4	NIGIN9	NIMEN5	NIMGIN9	NINGIN9	USAR2	USUR2	UŠAR2	UŠUR2																																
LAL.LAGAB	𒇲𒆸				750+755	U+121F2 & U+121B8	True	NANGA2	NIGIN7	NIMEN3	NIMGIN7	NINGIN7	ŠUR5	USAR4	USUR4	UŠAR4	UŠUR4																															
LAL.	𒇲𒀀				750+839	U+121F2 & U+12000	True	LA’U5	LAL’U5																																							
LAL2	𒇳				751	U+121F3	False	LAL x LAL	LA5	LALLA	LALLAL	LA’U	LAL’U																																			
LAL2.ḪAL	𒇳𒄬				751+003	U+121F3 & U+1212C	True	ḪALBA4	ḪALBI4	ḪALBU4																																						
LAL2.GIŠGAL	𒇳𒍇				751+080	U+121F3 & U+12347	True	ḪALBA5	ḪALBI5	ḪALBU5																																						
LAL2.DU	𒇳𒁺				751+350	U+121F3 & U+1207A	True	UKU2	UKUR3																																							
LAL2.DU.DU	𒇳𒁺𒁺				751+350+350	U+121F3 & U+1207A & U+1207A	True	UKU5	UKUR4																																							
LAL2.GAG	𒇳𒆕				751+379	U+121F3 & U+12195	True	LA’U4																																								
LAL2.NI	𒇳𒉌				751+380	U+121F3 & U+1224C	True	LA’U3																																								
LAL2.SAR	𒇳𒊬				751+541	U+121F3 & U+122AC	True	NANGA3	NIGIN8	NIMEN4	NIMGIN8	NINGIN8	ŠUR4	USAR	USUR	UŠAR	UŠUR																															
LAL2.U	𒇳𒌋				751+661	U+121F3 & U+1230B	True	LA’U5																																								
LAL2.LAGAB	𒇳𒆸				751+755	U+121F3 & U+121B8	True	NANGA	NIGIN5	NIMEN	NIMGIN5	NINGIN5	ŠUR6	USAR3	USUR3	UŠAR3	USAR3																															
LAL2.A	𒇳𒀀				751+839	U+121F3 & U+12000	True	LA’U2																																								
LAL2	𒇳				752 (also 849)	U+121F3	False	KURNUN																																								
ME.AN.ŠE.NAGA	𒈨𒀭𒊺𒉀				753+010+579+293	U+12228 & U+1202D & U+122BA & U+12240	True	KURKU																																								
ME.LI.E.A	𒈨𒇷𒂊𒀀				753+085+498+839	U+12228 & U+121F7 & U+1208A & U+12000	True	INIMMA																																								
LAGAB x GAR3	𒆸  x 𒃼				755 (sign LABAG)	U+121B8 & U+0020 & U+0020 & U+0078 & U+0020 & U+120FC	True	AGAR4																																								
LAGAB x IM.ḪA	𒇍				755 (sign LABAG)	U+121CD	False																																									
LAGAB x IM.LU	𒇎				755 (sign LABAG)	U+121CE	False																																									
LAGAB x TAG	𒇢				755 (sign LABAG)	U+121E2	False																																									
LAGAB.ḪU	𒆸𒄷				755+132	U+121B8 & U+12137	True	TEŠLUG																																								
LAGAB.	𒆸𒌋𒆕				755+661+379	U+121B8 & U+1230B & U+12195	True	MUD4																																								
ENGUR	𒇉				756	U+121C9	False	LAGAB x ḪAL	ANGUR	NAMMA	NAMMU																																					
ZIKUM	𒍣𒄣				757		True	GILUGU	ZIKUMA																																							
LAGAB x AN	𒆾				758	U+121BE	False	AMA6																																								
LAGAB x KID2	𒇣				759	U+121E3	False	BARA8	ŠARA3	ŠURU2	ŠURUN2																																					
LAGAB x BAD	𒇀				760	U+121C0	False	GIGIR	PU6	TUL8																																						
LAGAB x NUMUN	𒇒				761	U+121D2	False	LAGAB x KUL	ESIR2	KUNIN																																						
LAGAB x NUMUN.ḪI.A	𒇓				762	U+121D3	False	LAGAB x KUL.ḪI.A	ESIRḪIA																																							
LAGAB x GI	𒆸  x 𒄀				763	U+121B8 & U+0020 & U+0020 & U+0078 & U+0020 & U+12100	True																																									
LAGAB x EN	𒇃				764	U+121C3	False	BARA3																																								
U8	𒇇				766	U+121C7	False	LAGAB x GU4 over  GU4	’U2	UA	US5	UZ5																																				
U8.LU.ḪI.A	𒇇𒇻𒄭𒀀				766+812+631+839	U+121C7 & U+121FB & U+1212D & U+12000	True	USDUḪA																																								
U8	𒇇𒀀				766+839	U+121C7 & U+12000	True	U’A	U’I	U’U																																						
ZAR	𒇡				767	U+121E1	False	LAGAB x SUM	BU14	BUL5	BURU16	SAR6	SUR8	ṢAR	ṢARA	ŠERIM2	ZURU4																															
LAGAB x NE	𒇛				768	U+121DB	False	UDUB																																								
LAGAB x BI	𒇁				769	U+121C1	False	KUNIN3																																								
LAGAB x UŠ	𒇪				770	U+121EA	False	NIGIN11	NIMGIN11	NINGIN11																																						
LAGAB x ŠITA2	𒇝				771	U+121DD	False	LAGAB x ŠITA.GIŠ.ERIN2																																								
LAGAB x ŠITA2	𒇞				771	U+121DE	False	LAGAB x ŠITA.GIŠ tenû	ME9	MUŠŠAGANA2	SAGDUDU																																					
LAGAB x GU4	𒇆				772	U+121C6	False	LAGAB x GUD	GANA5																																							
LAGAB x AL	𒆽				773	U+121BD	False	GALA4	GARAK2	KALA4																																						
LAGAB x U2.AŠ	𒇨				774	U+121E8	False	UGRA	UŠERA																																							
LAGAB x GA	𒇄				775	U+121C4	False	SIDUG2	SIDUGGA2																																							
LAGAB x SIG7	𒇋				776	U+121CB	False	LAGAB x IGI  gunû	AGAR2	BARA7	PARA7	ŠARA2																																				
LAGAB x LUL	𒇗				777	U+121D7	False	BARA9	IRIB2	PARA9																																						
LAGAB x GE23	𒆿				778	U+121BF	False	LAGAB x AŠ zidatenû																																								
LAGAB x ŠE.SUM	𒇜				779	U+121DC	False	ŠERIMSUR																																								
LAGAB x MUŠ	𒇚				780	U+121DA	False	MUŠŠAGANA																																								
LAGAB x KAR.SU.NA	𒇤				781	U+121E4	False	LAGAB x TE.A.SU.NA	ŠEDUR																																							
LAGAB x LIŠ	𒇕				782	U+121D5	False	GIGIR3																																								
LAGAB x UD	𒇩				783	U+121E9	False	GAḪURIN																																								
LAGAB x AḪ	𒇊				784	U+121CA	False	LAGAB x ḪI  x NUN	UMUN6																																							
LAGAB x IM	𒇌				785	U+121CC	False	BUN	DELEN	DELENA	DILIM3	DILIN	DILINA	DURUNA2	ELAMKUŠ	ELLAMKUŠ	ILLAMMA	NINDA3	NINDU2	NININDU2	TINUR	TUNUR																										
TUL2	𒇥				786	U+121E5	False	LAGAB x U	BU4	BU5	PU2	ṬUL	UB4																																			
LAGAB x U.A	𒇦				787	U+121E6	False	ABLAL3	BUGIN4	ḪUMUḪ	UMAḪ	UMUḪ	UMUN5																																			
LAGAB x KI	𒇏				789	U+121CF	False	GALA5	GARAK4	KALA5																																						
LAGAB x KUG	𒇑				790	U+121D1	False	LAGAB x KU3	DAGRIM	DAGRIN	GARIM																																					
LAGAB x ME	𒇘				791	U+121D8	False	BUGIN3																																								
LAGAB x ME.EN	𒇙				792	U+121D9	False	BARA6	MEN4	PARA6																																						
LAGAB x LU	𒇖				793	U+121D6	False	AKAN3	ELAMKUŠ2	ELLAMKUŠ2																																						
LAGAB x KIN	𒇐				794	U+121D0	False	GUKIN																																								
LAGAB x A.TAR	𒆸  x 𒀀𒋻				796	U+121B8 & U+0020 & U+0020 & U+0078 & U+0020 & U+12000 & U+122FB	True	INDA2																																								
LAGAB x A.DA.ḪA	𒆺				797	U+121BA	False	EDAKUA2																																								
LAGAB x A.LAL	𒆼				798	U+121BC	False	ABLAL	KINBUR																																							
LAGAB x A.NIG2	𒆻				799	U+121BB	False	LAGAB x A.GAR	AGAR3																																							
LAGAB x ḪA	𒇈				800	U+121C8	False	ELAMKUŠ3	ELLAMKUŠ3																																							
LAGAB x NIG2	𒇅				801	U+121C5	False	LAGAB x GAR	BUGIN2	BUNIN2	INDA4	NINDA4	NINDU	NININDU																																		
LAGAB x ŠU2	𒇟				802	U+121DF	False	ŠU5	ŠUŠ5	ŠUTA																																						
LAGAB x ŠU2.ŠU2	𒇠				803	U+121E0	False	ŠU6	ŠUŠ6																																							
NIGIN	𒇔				804	U+121D4	False	LAGAB x LAGAB																																								
NIGIN	𒆸𒆸				804	U+121B8 & U+121B8	True	LAGAB+LAGAB	LAGAB.LAGAB	GARADIN5	NINNI2	RIN3																																				
LAGAB squared	𒇫				805	U+121EB	False	4 x  LAGAB	GURUN4																																							
NENNI	𒇧𒇧				806	U+121E7 & U+121E7	True	BUL+BUL	BUL.BUL	BUBBU	NENNA	NIN7	NINNA	NINNU2	TUTKE																																	
DUR2	𒂉				808	U+12089	False																																									
KU.AN	𒆪𒀭				808+010	U+121AA & U+1202D	True	TUKUL.DINGIR	MEDDA	MEDDU	METTA	METTU	MIDDA	MIDDU	MITTA	MITTU	MITUM																															
KU.NU	𒆪𒉡				808+112	U+121AA & U+12261	True	BULA																																								
KU.BAD	𒆪𒁁				808+113	U+121AA & U+12041	True	TUKUL.IDIM	MEDDA2	MEDDU2	METTA2	METTU2	MIDDA2	MIDDU2	MITTA2	MITTU2	MITUM2																															
KU.NAM.EN	𒆪𒉆𒂗				808+134+164	U+121AA & U+12246 & U+12097	True	PALA2																																								
KU.NAM.LUGAL	𒆪𒉆𒈗				808+134+266	U+121AA & U+12246 & U+12217	True	PALA																																								
KU.NAM.NIN	𒆪𒉆𒊩𒌆				808+134+887      Neo-Assyrian:      808+134+888	U+121AA & U+12246 & U+122A9 & U+12306	True	PALA3																																								
KU.KU	𒆪𒆪				808+808	U+121AA & U+121AA	True	EḪ3																																								
KU.KU.KU	𒆪𒆪𒆪				808+808+808	U+121AA & U+121AA & U+121AA	True	EḪEḪḪE																																								
KU.NIG2	𒆪𒃻				808+859	U+121AA & U+120FB	True	GUZA	GUZZA																																							
NAM2	𒉇				809	U+12247	False	1/6	60	AZLAG2	DUL5	MU4	MUR10	NAM2	TASKARIN	TAŠKARIN	TE5	TISKARIN	TIŠKARIN	TU9	TUK2	TUKU2	UMUŠ	UŠ4																								
TUG2	𒌆				809	U+12306	False	1/6	60	AZLAG2	DUL5	MU4	MUR10	NAM2	TASKARIN	TAŠKARIN	TE5	TISKARIN	TIŠKARIN	TU9	TUK2	TUKU2	UMUŠ	UŠ4																								
